"","site","YYYYMMDD","trans_type","trans_bin","trans_m","pit_bin","sed1_type","sed2_type","sed1_no","sed2_no","sedno_avg","field_collector","date","place_name","bay_code","bay_sample","latitude","longitude"
"295","2017_L_07",20170723,"Outside",5,50,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"296","2017_L_07",20170723,"Outside",6,60,0,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"297","2017_L_07",20170723,"Outside",7,70,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"298","2017_L_07",20170723,"Outside",8,80,0,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"299","2017_L_07",20170723,"Outside",9,90,1,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"300","2017_L_07",20170723,"Outside",10,100,2,"Sandy mud","Gravel",2,7,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-23,"Hetta Cove","HETA","A",55.155625,-132.589934
"301","2017_M_02",20170721,"Edge",1,10,0,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"302","2017_M_02",20170721,"Edge",2,20,2,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"303","2017_M_02",20170721,"Edge",3,30,0,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"304","2017_M_02",20170721,"Edge",4,40,0,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"305","2017_M_02",20170721,"Edge",5,50,0,"Sand","Cobble",4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"306","2017_M_02",20170721,"Edge",6,60,0,"Sand","Cobble",4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"307","2017_M_02",20170721,"Edge",7,70,1,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"308","2017_M_02",20170721,"Edge",8,80,0,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"309","2017_M_02",20170721,"Edge",9,90,0,"Muddy Sand","Mud",3,1,2,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"310","2017_M_02",20170721,"Edge",10,100,0,"Sand","Muddy Sand",4,3,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"311","2017_M_02",20170721,"Inside",1,10,1,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"312","2017_M_02",20170721,"Inside",2,20,1,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"313","2017_M_02",20170721,"Inside",3,30,2,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"314","2017_M_02",20170721,"Inside",4,40,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"315","2017_M_02",20170721,"Inside",5,50,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"316","2017_M_02",20170721,"Inside",6,60,0,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"317","2017_M_02",20170721,"Inside",7,70,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"318","2017_M_02",20170721,"Inside",8,80,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"319","2017_M_02",20170721,"Inside",9,90,0,"Muddy Sand","Muddy Sand",3,3,3,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"320","2017_M_02",20170721,"Inside",10,100,1,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"321","2017_M_02",20170721,"Outside",1,10,0,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"322","2017_M_02",20170721,"Outside",2,20,0,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"323","2017_M_02",20170721,"Outside",3,30,0,"Cobble","Sand",8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"324","2017_M_02",20170721,"Outside",4,40,0,"Cobble","Sand",8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"325","2017_M_02",20170721,"Outside",5,50,0,"Cobble","Sand",8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"326","2017_M_02",20170721,"Outside",6,60,0,"Cobble","Sand",8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"327","2017_M_02",20170721,"Outside",7,70,0,"Cobble","Sand",8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"328","2017_M_02",20170721,"Outside",8,80,0,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"329","2017_M_02",20170721,"Outside",9,90,0,"Gravel","Sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"330","2017_M_02",20170721,"Outside",10,100,0,"Cobble","Gravel",8,7,7.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"North Fish Egg Island","NFEI","A",55.49709,-133.17
"331","2017_M_03",20170721,"Edge",1,10,0,"Muddy Sand","Gravel",3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"332","2017_M_03",20170721,"Edge",2,20,1,"Muddy Sand","Gravel",3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"333","2017_M_03",20170721,"Edge",3,30,2,"Muddy Sand","Cobble",3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"334","2017_M_03",20170721,"Edge",4,40,0,"Sand","Cobble",4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"335","2017_M_03",20170721,"Edge",5,50,0,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"336","2017_M_03",20170721,"Edge",6,60,0,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"337","2017_M_03",20170721,"Edge",7,70,0,"Gravel","Sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"338","2017_M_03",20170721,"Edge",8,80,0,"Gravel","Sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"339","2017_M_03",20170721,"Edge",9,90,4,"Gravel","Sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"340","2017_M_03",20170721,"Edge",10,100,15,"Gravel","Sand",7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"341","2017_M_03",20170721,"Inside",1,10,8,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"342","2017_M_03",20170721,"Inside",2,20,7,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"343","2017_M_03",20170721,"Inside",3,30,9,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"344","2017_M_03",20170721,"Inside",4,40,13,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"345","2017_M_03",20170721,"Inside",5,50,15,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"346","2017_M_03",20170721,"Inside",6,60,12,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"347","2017_M_03",20170721,"Inside",7,70,7,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"348","2017_M_03",20170721,"Inside",8,80,8,"Sand","Sand",4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"349","2017_M_03",20170721,"Inside",9,90,12,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"350","2017_M_03",20170721,"Inside",10,100,15,"Muddy Sand","Sand",3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"351","2017_M_03",20170721,"Outside",1,10,2,"Muddy Sand","Cobble",3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"352","2017_M_03",20170721,"Outside",2,20,2,"Muddy Sand","Cobble",3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"353","2017_M_03",20170721,"Outside",3,30,1,"Muddy Sand","Cobble",3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"354","2017_M_03",20170721,"Outside",4,40,3,"Sand","Cobble",4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"355","2017_M_03",20170721,"Outside",5,50,2,"Sand","Muddy Sand",4,3,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"356","2017_M_03",20170721,"Outside",6,60,11,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"357","2017_M_03",20170721,"Outside",7,70,5,"Muddy Sand","Gravel",3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"358","2017_M_03",20170721,"Outside",8,80,5,"Muddy Sand","Gravel",3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"359","2017_M_03",20170721,"Outside",9,90,17,"Muddy Sand","Gravel",3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"360","2017_M_03",20170721,"Outside",10,100,14,"Sand","Gravel",4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",2017-07-21,"South Fish Egg Island","SFEI","A",55.48442,-133.17549
"361","2017_M_04",20170712,"Edge",1,10,3,"Muddy Sand","Muddy Sand",3,3,3,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"362","2017_M_04",20170712,"Edge",2,20,2,"Sandy mud","Sandy mud",2,2,2,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"363","2017_M_04",20170712,"Edge",3,30,1,"Muddy Sand","Sandy mud",3,2,2.5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"364","2017_M_04",20170712,"Edge",4,40,4,"Muddy Sand","Sandy mud",3,2,2.5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"365","2017_M_04",20170712,"Edge",5,50,0,"Muddy Sand","Sandy mud",3,2,2.5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"366","2017_M_04",20170712,"Edge",6,60,2,"Muddy Sand","Sandy mud",3,2,2.5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"367","2017_M_04",20170712,"Edge",7,70,1,"Muddy Sand","Sandy mud",3,2,2.5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"368","2017_M_04",20170712,"Edge",8,80,0,"Sandy mud","Sandy mud",2,2,2,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"369","2017_M_04",20170712,"Edge",9,90,0,"Muddy Sand","Muddy Sand",3,3,3,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"370","2017_M_04",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,5,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"371","2017_M_04",20170712,"Inside",1,10,2,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"372","2017_M_04",20170712,"Inside",2,20,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"373","2017_M_04",20170712,"Inside",3,30,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"374","2017_M_04",20170712,"Inside",4,40,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"375","2017_M_04",20170712,"Inside",5,50,3,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"376","2017_M_04",20170712,"Inside",6,60,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"377","2017_M_04",20170712,"Inside",7,70,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"378","2017_M_04",20170712,"Inside",8,80,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"379","2017_M_04",20170712,"Inside",9,90,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"380","2017_M_04",20170712,"Inside",10,100,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"381","2017_M_04",20170712,"Outside",1,10,5,"Muddy Sand","Muddy sand",3,3,3,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"382","2017_M_04",20170712,"Outside",2,20,1,"Sandy mud","Muddy sand",2,3,2.5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"383","2017_M_04",20170712,"Outside",3,30,5,"Sandy mud","Mud",2,1,1.5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"384","2017_M_04",20170712,"Outside",4,40,4,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"385","2017_M_04",20170712,"Outside",5,50,5,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"386","2017_M_04",20170712,"Outside",6,60,11,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"387","2017_M_04",20170712,"Outside",7,70,2,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"388","2017_M_04",20170712,"Outside",8,80,0,"Sandy mud","Sandy mud",2,2,2,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"389","2017_M_04",20170712,"Outside",9,90,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"390","2017_M_04",20170712,"Outside",10,100,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"South Wadleigh Island","SWAD","A",55.52904,-133.147
"391","2017_M_05",20170712,"Edge",1,10,3,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"392","2017_M_05",20170712,"Edge",2,20,4,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"393","2017_M_05",20170712,"Edge",3,30,1,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"394","2017_M_05",20170712,"Edge",4,40,1,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"395","2017_M_05",20170712,"Edge",5,50,1,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"396","2017_M_05",20170712,"Edge",6,60,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"397","2017_M_05",20170712,"Edge",7,70,0,"Sandy mud","Gravel",2,7,4.5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"398","2017_M_05",20170712,"Edge",8,80,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"399","2017_M_05",20170712,"Edge",9,90,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"400","2017_M_05",20170712,"Edge",10,100,0,"Muddy Sand","Gravel",3,7,5,"Ashley Bolwerk",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"401","2017_M_05",20170712,"Inside",1,10,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"402","2017_M_05",20170712,"Inside",2,20,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"403","2017_M_05",20170712,"Inside",3,30,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"404","2017_M_05",20170712,"Inside",4,40,1,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"405","2017_M_05",20170712,"Inside",5,50,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"406","2017_M_05",20170712,"Inside",6,60,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"407","2017_M_05",20170712,"Inside",7,70,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"408","2017_M_05",20170712,"Inside",8,80,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"409","2017_M_05",20170712,"Inside",9,90,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"410","2017_M_05",20170712,"Inside",10,100,0,"Mud","Mud",1,1,1,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"411","2017_M_05",20170712,"Outside",1,10,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"412","2017_M_05",20170712,"Outside",2,20,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"413","2017_M_05",20170712,"Outside",3,30,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"414","2017_M_05",20170712,"Outside",4,40,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"415","2017_M_05",20170712,"Outside",5,50,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"416","2017_M_05",20170712,"Outside",6,60,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"417","2017_M_05",20170712,"Outside",7,70,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"418","2017_M_05",20170712,"Outside",8,80,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"419","2017_M_05",20170712,"Outside",9,90,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"420","2017_M_05",20170712,"Outside",10,100,0,"Sand","Gravel",4,7,5.5,"Ginny Eckert",2017-07-12,"Shinaku Inlet","SHIN","A",55.59929,-133.16
"421","2017_M_07",20170726,"Edge",1,10,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"422","2017_M_07",20170726,"Edge",2,20,1,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"423","2017_M_07",20170726,"Edge",3,30,1,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"424","2017_M_07",20170726,"Edge",4,40,5,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"425","2017_M_07",20170726,"Edge",5,50,2,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"426","2017_M_07",20170726,"Edge",6,60,6,"Muddy Sand","Pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"427","2017_M_07",20170726,"Edge",7,70,4,"Muddy Sand","Pebble",3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"428","2017_M_07",20170726,"Edge",8,80,2,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"429","2017_M_07",20170726,"Edge",9,90,4,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"430","2017_M_07",20170726,"Edge",10,100,1,"Muddy Sand","Muddy Sand",3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"431","2017_M_07",20170726,"Inside",1,10,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"432","2017_M_07",20170726,"Inside",2,20,1,"Muddy Sand","Gravel",3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
"433","2017_M_07",20170726,"Inside",3,30,0,"Sand","Gravel",4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",2017-07-26,"Garcia Bay","GARC","A",55.552669,-133.431392
