site_name,site_code,latitude_N,longitude_E,so_region,year,date_mm.dd.yyyy,date_yyyy.mm.dd,trans_loc,bin_no,bin_area_m2,pit_count_bin,pit_density_m2,sed1_type,sed2_type,sed1_no,sed2_no,sed_avg_no,field_collector,notes
Shakan Bay  - eel,,56.193611,-133.516944,high,2019,6/7/19,20190607,outside ,4,20,0,,Mud,Mud,1,1,,"Lia, Ginny ",Done on snorkle 
Shakan Bay  - eel,,56.193611,-133.516944,high,2019,6/7/19,20190607,outside ,5,20,0,,Mud,Mud,1,1,,"Lia, Ginny ",Done on snorkle 
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Inside ,3,20,2,,Gravel,Sand ,7,4,,"Bryce, Koby ",Sparse cobble 0m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Inside ,4,20,3,,Cobble ,Sand ,8,4,,"Bryce, Koby ",Sparse cobble 0m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Inside ,5,20,0,,Cobble ,Sand ,8,4,,"Bryce, Koby ",Sparse cobble 0m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Edge ,1,20,26,,Sand ,Gravel,4,7,,"Bryce, Koby ",Sparse cobble 11m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Edge ,2,20,19,,Sand ,Gravel,4,7,,"Bryce, Koby ",Sparse cobble 11m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Edge ,3,20,16,,Sand ,Gravel,4,7,,"Bryce, Koby ",Sparse cobble 11m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Edge ,4,20,5,,Sand ,Cobble ,4,8,,"Bryce, Koby ",Sparse cobble 11m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Edge ,5,20,3,,Cobble ,Sand ,8,4,,"Bryce, Koby ",Sparse cobble 11m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Inside ,1,20,0,,Sand ,Gravel,4,7,,"Bryce, Koby ",Sparse cobble 0m-30m
Shakan Bay - kelp,,56.14527778,-133.5408333,high,2019,6/8/19,20190608,Inside ,2,20,3,,Gravel,Course Sand ,7,5,,"Bryce, Koby ",This is a kelp site and the kelp bed was considered edge  inside wasnt possible becasue of the sediment type. not clam habitat.
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Inside,1,20,1,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Inside,2,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Inside,3,20,1,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Inside,4,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Inside,5,20,1,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Edge,1,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Edge,2,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Edge,3,20,1,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Edge,4,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Edge,5,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Outside ,1,20,1,,Mud ,Sand,1,3,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Outside ,2,20,2,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Outside ,3,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Outside ,4,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
Shinaku Inlet,2017_M_05,55.59929,-133.16,mid,2019,5/17/19,20190517,Outside ,5,20,0,,Mud ,Mud,1,1,,"Bryce, Ilya ",NA
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,inside ,1,20,1,,Sandy Mud,Sandy Mud,2,2,,"Bryce, Ilya ","Thick seagrass, Sparse cobble 31m-40m"
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,inside ,2,20,3,,Sandy Mud,Sandy Mud,2,2,,"Bryce, Ilya ","Thick seagrass, Sparse cobble 31m-40m"
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,inside ,3,20,0,,Sandy Mud,Mud,2,1,,"Bryce, Ilya ","Thick seagrass, Sparse cobble 31m-40m"
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,inside ,4,20,1,,Sandy Mud,Mud,2,1,,"Bryce, Ilya ","Thick seagrass, Sparse cobble 31m-40m"
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,inside ,5,20,3,,Sandy Mud,Mud,2,1,,"Bryce, Ilya ","Thick seagrass, Sparse cobble 31m-40m"
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Edge ,1,20,3,,Muddy Sand,Muddy Sand ,3,3,,"Bryce, Ilya ","Sparse cobble 10m-30m,  Sea grass extends far upshore "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Edge ,2,20,1,,Muddy Sand,Sand ,3,4,,"Bryce, Ilya ","Sparse cobble 10m-30m,  Sea grass extends far upshore "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Edge ,3,20,1,,Muddy Sand,Sand ,3,4,,"Bryce, Ilya ","Sparse cobble 10m-30m,  Sea grass extends far upshore "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Edge ,4,20,0,,Muddy Sand,Cobble,3,8,,"Bryce, Ilya ","Sparse cobble 10m-30m,  Sea grass extends far upshore "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Edge ,5,20,1,,Muddy Sand,Cobble,3,8,,"Bryce, Ilya ","Sparse cobble 10m-30m,  Sea grass extends far upshore "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Outside ,1,20,0,,Muddy Sand,Cobble,3,8,,"Bryce, Ilya ","Sparse boulders 0m-30m, Thin seagrass outside of bed "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Outside ,2,20,0,,Muddy Sand,Cobble,3,8,,"Bryce, Ilya ","Sparse boulders 0m-30m, Thin seagrass outside of bed "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Outside ,3,20,1,,Sandy Mud,Cobble,2,8,,"Bryce, Ilya ","Sparse boulders 0m-30m, Thin seagrass outside of bed "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Outside ,4,20,0,,Sandy Mud,Mud,2,1,,"Bryce, Ilya ","Sparse boulders 0m-30m, Thin seagrass outside of bed "
South Fish Egg,2017_M_03,55.48442,-133.17549,mid,2019,5/20/19,20190520,Outside ,5,20,2,,Sandy Mud,Mud,2,1,,"Bryce, Ilya ","Sparse boulders 0m-30m, Thin seagrass outside of bed "
